Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,YearsAtCompany_Safe,PromotionGapRatio,RoleStagnationIndex,TrainingIntensityScore,ManagerStabilityIndicator,CareerCluster,PromotionGapScore,RetentionOpportunityIndex,RetentionPriority,PCA1,PCA2
35,1,Travel_Frequently,880,Sales,12,4,Other,4,Male,36,3,2,Sales Executive,4,Single,4581,10414,3,Yes,24,4,1,0,13,2,4,11,9,6,7,11.0,0.5454545454545454,0.8181818181818182,0.18181818181818182,0.6363636363636364,3,High,0.4909090909090909,Medium Priority,1.8098513321763043,0.9714304826363219
38,0,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,4,Male,90,3,2,Research Scientist,4,Married,4735,9867,7,No,15,3,4,2,19,4,4,13,11,2,9,13.0,0.15384615384615385,0.8461538461538461,0.3076923076923077,0.6923076923076923,3,High,0.32307692307692304,Medium Priority,1.7996035387459022,0.7093452895254633
29,0,Travel_Rarely,991,Sales,5,3,Medical,1,Male,43,2,2,Sales Executive,2,Divorced,4187,3356,1,Yes,13,3,2,1,10,3,2,10,0,0,9,10.0,0.0,0.0,0.3,0.9,1,Low,0.030000000000000013,Low Priority,-0.3925372627820843,-0.3984736414427802
33,0,Travel_Rarely,392,Sales,2,4,Medical,4,Male,93,3,2,Sales Executive,4,Divorced,5505,3921,1,No,14,3,3,2,6,5,3,6,2,0,4,6.0,0.0,0.3333333333333333,0.8333333333333334,0.6666666666666666,1,Low,-2.7755575615628914e-17,Low Priority,-0.8773904225879127,-0.3258881817541137
32,0,Travel_Rarely,977,Research & Development,2,3,Medical,4,Male,45,3,2,Research Scientist,2,Divorced,5470,25518,0,No,13,3,3,2,10,4,2,9,5,1,6,9.0,0.1111111111111111,0.5555555555555556,0.4444444444444444,0.6666666666666666,1,Medium,0.18888888888888888,Low Priority,0.2159806979011039,0.11077302708061465
31,0,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,Female,67,3,2,Sales Executive,4,Married,5476,22589,1,No,11,3,1,2,10,2,3,10,0,0,2,10.0,0.0,0.0,0.2,0.2,4,Low,-0.020000000000000004,Low Priority,-1.520722810209972,-1.5995136299633637
49,0,Travel_Rarely,464,Research & Development,16,3,Medical,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587,24941,4,Yes,16,3,2,1,17,2,2,2,2,2,2,2.0,1.0,1.0,1.0,1.0,0,High,0.6,High Priority,-0.5070520694052223,2.7253471944426777
38,0,Travel_Frequently,148,Research & Development,2,3,Medical,4,Female,42,2,1,Laboratory Technician,2,Single,2440,23826,1,No,22,4,2,0,4,3,3,4,3,3,3,4.0,0.75,0.75,0.75,0.75,0,High,0.45,Medium Priority,-0.46499047555127626,1.8004599216705768
47,0,Travel_Rarely,1225,Sales,2,4,Life Sciences,2,Female,47,4,4,Manager,2,Divorced,15972,21086,6,No,14,3,3,3,29,2,3,3,2,1,2,3.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,Medium,0.26666666666666666,Low Priority,0.4682523455722515,-1.2122341859418952
49,0,Travel_Rarely,809,Research & Development,1,3,Life Sciences,3,Male,36,3,4,Manager,3,Single,15379,22384,4,No,14,3,1,0,23,2,3,8,7,0,0,8.0,0.0,0.875,0.25,0.0,1,High,0.21250000000000002,Low Priority,0.5632028708127026,-2.1692919581414367
41,0,Travel_Rarely,1206,Sales,23,2,Life Sciences,4,Male,80,3,3,Sales Executive,3,Single,7082,11591,3,Yes,16,3,4,0,21,2,3,2,0,0,2,2.0,0.0,0.0,1.0,1.0,1,Low,-0.1,Low Priority,-1.2187524675730788,-0.827592200265907
20,0,Travel_Rarely,727,Sales,9,1,Life Sciences,4,Male,54,3,1,Sales Representative,1,Single,2728,21082,1,No,11,3,1,0,2,3,3,2,2,0,2,2.0,0.0,1.0,1.5,1.0,1,High,0.09999999999999995,Low Priority,-1.2795370185453243,1.7745710740018994
33,0,Non-Travel,530,Sales,16,3,Life Sciences,3,Female,36,3,2,Sales Executive,4,Divorced,5368,16130,1,Yes,25,4,3,1,7,2,3,6,5,1,2,6.0,0.16666666666666666,0.8333333333333334,0.3333333333333333,0.3333333333333333,1,High,0.2833333333333333,Low Priority,-0.45111720224587093,0.12756925309640224
36,0,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,Male,80,3,2,Healthcare Representative,3,Married,5347,7419,6,No,14,3,2,2,10,2,2,3,2,0,2,3.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,Medium,0.1333333333333333,Low Priority,-1.1158016249239182,0.2214929587310432
44,0,Travel_Rarely,528,Human Resources,1,3,Life Sciences,3,Female,44,3,1,Human Resources,4,Divorced,3195,4167,4,Yes,18,3,1,3,8,2,3,2,2,2,2,2.0,1.0,1.0,1.0,1.0,0,High,0.6,High Priority,-0.46649986204357247,2.6700359223581045
23,1,Travel_Rarely,1320,Research & Development,8,1,Medical,4,Male,93,2,1,Laboratory Technician,3,Single,3989,20586,1,Yes,11,3,1,0,5,2,3,5,4,1,2,5.0,0.2,0.8,0.4,0.4,1,High,0.28,Low Priority,-0.9818169706925388,0.7247254366056541
38,0,Travel_Rarely,1495,Research & Development,4,2,Medical,4,Female,87,3,1,Laboratory Technician,3,Married,3306,26176,7,No,19,3,4,1,7,5,2,0,0,0,0,0.1,0.0,0.0,50.0,0.0,4,Low,-10.0,Low Priority,-4.6553775313601955,-3.106286497462067
53,0,Travel_Rarely,1395,Research & Development,24,4,Medical,2,Male,48,4,3,Healthcare Representative,4,Married,7005,3458,3,No,15,3,3,0,11,2,3,4,3,1,2,4.0,0.25,0.75,0.5,0.5,1,High,0.27499999999999997,Low Priority,-0.3272429269452382,-0.2027053549767387
48,1,Travel_Frequently,708,Sales,7,2,Medical,4,Female,95,3,1,Sales Representative,3,Married,2655,11740,2,Yes,11,3,3,2,19,3,3,9,7,7,7,9.0,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.7777777777777778,0,High,0.5555555555555556,Medium Priority,1.3171759086970583,1.9048663379660704
32,1,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,4,Male,95,3,1,Laboratory Technician,2,Single,1393,24852,1,No,12,3,1,0,1,2,3,1,0,0,0,1.0,0.0,0.0,2.0,0.0,4,Low,-0.4,Low Priority,-3.1070637146276407,-0.9637983082463869
26,0,Non-Travel,786,Research & Development,7,3,Medical,4,Male,76,3,1,Laboratory Technician,4,Single,2570,11925,1,No,20,4,3,0,7,5,3,7,7,5,7,7.0,0.7142857142857143,1.0,0.7142857142857143,1.0,0,High,0.5428571428571428,Medium Priority,1.1691610706418365,2.5130663260197275
55,0,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,Male,94,2,1,Research Scientist,2,Divorced,3537,23737,5,No,12,3,4,1,8,1,3,4,2,1,2,4.0,0.25,0.5,0.25,0.5,1,Medium,0.25,Low Priority,-1.3976667827872566,0.5255014012218797
34,0,Travel_Rarely,1157,Research & Development,5,2,Medical,2,Male,57,2,2,Laboratory Technician,4,Married,3986,11912,1,No,14,3,3,1,15,3,4,15,10,4,13,15.0,0.26666666666666666,0.6666666666666666,0.2,0.8666666666666667,3,Medium,0.3533333333333333,Medium Priority,2.514392432507692,0.8713749021659644
60,0,Travel_Rarely,370,Research & Development,1,4,Medical,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883,20467,3,No,20,4,3,1,19,2,4,1,0,0,0,1.0,0.0,0.0,2.0,0.0,4,Low,-0.4,Low Priority,-1.8911677092925536,-2.601071501201146
33,0,Travel_Rarely,267,Research & Development,21,3,Medical,2,Male,79,4,1,Laboratory Technician,2,Married,2028,13637,1,No,18,3,4,3,14,6,3,14,11,2,13,14.0,0.14285714285714285,0.7857142857142857,0.42857142857142855,0.9285714285714286,3,High,0.30000000000000004,Medium Priority,1.9478068996305322,1.6081585178219358
37,0,Travel_Frequently,1278,Sales,1,4,Medical,3,Male,31,1,2,Sales Executive,4,Divorced,9525,7677,1,No,14,3,3,2,6,2,2,6,3,1,3,6.0,0.16666666666666666,0.5,0.3333333333333333,0.5,1,Medium,0.2,Low Priority,-0.3892783397989852,-0.509859639650228
34,0,Travel_Rarely,678,Research & Development,19,3,Life Sciences,2,Female,35,2,1,Research Scientist,4,Married,2929,20338,1,No,12,3,2,0,10,3,3,10,9,8,7,10.0,0.8,0.9,0.3,0.7,0,High,0.6,High Priority,1.7850660292455567,1.9752946166050676
23,1,Travel_Rarely,427,Sales,7,3,Life Sciences,3,Male,99,3,1,Sales Representative,4,Divorced,2275,25103,1,Yes,21,4,2,1,3,2,3,3,2,0,2,3.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,Medium,0.1333333333333333,Low Priority,-1.6121643596374484,0.887932584488864
44,0,Travel_Rarely,921,Research & Development,2,3,Life Sciences,3,Female,96,4,3,Healthcare Representative,4,Married,7879,14810,1,Yes,19,3,2,1,9,2,3,8,7,6,7,8.0,0.75,0.875,0.25,0.875,0,High,0.6,High Priority,2.1720749543612463,0.9320369288797431
35,0,Travel_Frequently,146,Research & Development,2,4,Medical,1,Male,79,2,1,Research Scientist,4,Single,4930,13970,0,Yes,14,3,3,0,6,2,4,5,4,1,4,5.0,0.2,0.8,0.4,0.8,1,High,0.32,Medium Priority,-0.45211632821855596,1.2260756562870014
43,0,Travel_Rarely,1179,Sales,2,3,Medical,4,Male,73,3,2,Sales Executive,4,Married,7847,6069,1,Yes,17,3,1,1,10,3,3,10,9,8,8,10.0,0.8,0.9,0.3,0.8,0,High,0.6100000000000001,High Priority,2.5784824705779243,1.2963395368824495
24,0,Travel_Rarely,581,Research & Development,9,3,Medical,3,Male,62,4,1,Research Scientist,3,Married,4401,17616,1,No,16,3,4,1,5,1,3,5,3,0,4,5.0,0.0,0.6,0.2,0.8,1,Medium,0.22,Low Priority,-0.9356002732472921,0.7964717417198159
41,0,Travel_Rarely,918,Sales,6,3,Marketing,4,Male,35,3,3,Sales Executive,3,Single,9241,15869,1,No,12,3,2,0,10,3,3,10,8,8,7,10.0,0.8,0.8,0.3,0.7,0,High,0.57,Medium Priority,2.614498864416981,0.46839661182322967
29,0,Travel_Rarely,1082,Research & Development,9,4,Medical,4,Female,43,3,1,Laboratory Technician,3,Married,2974,25412,9,No,17,3,3,1,9,2,3,5,3,1,2,5.0,0.2,0.6,0.4,0.4,1,Medium,0.22,Low Priority,-1.2840508161676467,0.5163942286106465
36,0,Travel_Rarely,530,Sales,2,4,Life Sciences,3,Female,51,3,2,Sales Representative,4,Single,4502,7439,3,No,15,3,3,0,17,2,2,13,7,6,7,13.0,0.46153846153846156,0.5384615384615384,0.15384615384615385,0.5384615384615384,3,Medium,0.36923076923076925,Medium Priority,1.4415315011854055,0.27912739231544387
45,0,Non-Travel,1238,Research & Development,1,1,Life Sciences,3,Male,74,2,3,Healthcare Representative,3,Married,10748,3395,3,No,23,4,4,1,25,3,2,23,15,14,4,23.0,0.6086956521739131,0.6521739130434783,0.13043478260869565,0.17391304347826086,2,High,0.43043478260869567,Medium Priority,4.234141947343572,-1.0668448350223414
24,1,Travel_Rarely,240,Human Resources,22,1,Human Resources,4,Male,58,1,1,Human Resources,3,Married,1555,11585,1,No,11,3,3,1,1,2,3,1,0,0,0,1.0,0.0,0.0,2.0,0.0,4,Low,-0.4,Low Priority,-3.0962586856924643,-0.9785358511373423
47,1,Travel_Frequently,1093,Sales,9,3,Life Sciences,3,Male,82,1,4,Sales Executive,3,Married,12936,24164,7,No,11,3,3,0,25,3,1,23,5,14,10,23.0,0.6086956521739131,0.21739130434782608,0.13043478260869565,0.43478260869565216,2,High,0.32608695652173914,Medium Priority,4.107572092648173,-1.9736669049600626
26,0,Travel_Rarely,390,Research & Development,17,4,Medical,4,Male,62,1,1,Laboratory Technician,3,Married,2305,6217,1,No,15,3,3,3,3,3,4,3,2,0,2,3.0,0.0,0.6666666666666666,1.0,0.6666666666666666,1,Medium,0.06666666666666664,Low Priority,-1.62132759346944,0.8713305891602183
45,0,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,4,Female,48,2,4,Research Director,2,Single,16704,17119,1,No,11,3,3,0,21,2,3,21,6,8,6,21.0,0.38095238095238093,0.2857142857142857,0.09523809523809523,0.2857142857142857,2,Medium,0.24761904761904763,Low Priority,3.0362082327772564,-2.6449482523133674
32,0,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Married,3433,17360,6,No,13,3,1,1,10,3,2,5,2,1,3,5.0,0.2,0.4,0.6,0.6,1,Low,0.14,Low Priority,-1.2612016880159682,0.45912354733914607
31,0,Travel_Rarely,741,Research & Development,2,4,Life Sciences,2,Male,69,3,1,Laboratory Technician,3,Married,3477,18103,1,No,14,3,4,1,6,2,4,5,2,0,3,5.0,0.0,0.4,0.4,0.6,1,Low,0.09999999999999998,Low Priority,-1.4719321751581642,0.2780606800126616
41,0,Non-Travel,552,Human Resources,4,3,Human Resources,3,Male,60,1,2,Human Resources,2,Married,6430,20794,6,No,19,3,2,1,10,4,3,3,2,1,2,3.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,1,Medium,0.1333333333333333,Low Priority,-0.7734402708881757,0.40202393489746757
40,0,Travel_Rarely,369,Research & Development,8,2,Life Sciences,2,Female,92,3,2,Manufacturing Director,1,Married,6516,5041,2,Yes,16,3,2,1,18,3,3,1,0,0,0,1.0,0.0,0.0,3.0,0.0,4,Low,-0.6000000000000001,Low Priority,-2.5073964731268683,-1.858440966960291
24,0,Travel_Rarely,506,Research & Development,29,1,Medical,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907,3622,1,No,13,3,2,3,6,2,4,6,2,1,2,6.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,Low,0.13333333333333333,Low Priority,-1.4835991171537235,-0.11261973768771835
46,0,Travel_Rarely,717,Research & Development,13,4,Life Sciences,3,Male,34,3,2,Healthcare Representative,2,Single,5562,9697,6,No,14,3,4,0,19,3,3,10,7,0,9,10.0,0.0,0.7,0.3,0.9,3,Medium,0.24,Low Priority,0.9206570338816586,0.5875868171315332
35,0,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,4,Male,49,3,2,Manufacturing Director,3,Married,6883,5151,2,No,16,3,2,1,17,3,3,7,7,0,7,7.0,0.0,1.0,0.42857142857142855,1.0,3,High,0.3142857142857143,Medium Priority,0.8105301903629882,1.0788792328976233
30,0,Travel_Rarely,793,Research & Development,16,1,Life Sciences,2,Male,33,3,1,Research Scientist,4,Married,2862,3811,1,No,12,3,2,1,10,2,2,10,0,0,8,10.0,0.0,0.0,0.2,0.8,1,Low,0.04000000000000001,Low Priority,-0.9429595844308697,-0.04222086122787441
47,0,Non-Travel,543,Sales,2,4,Marketing,3,Male,87,3,2,Sales Executive,2,Married,4978,3536,7,No,11,3,4,1,4,3,1,1,0,0,0,1.0,0.0,0.0,3.0,0.0,4,Low,-0.6000000000000001,Low Priority,-2.609977550301568,-1.7185252819831953
46,0,Travel_Rarely,1277,Sales,2,3,Life Sciences,3,Male,74,3,3,Sales Executive,4,Divorced,10368,5596,4,Yes,12,3,2,1,13,5,2,10,6,0,3,10.0,0.0,0.6,0.5,0.3,1,Medium,0.10999999999999999,Low Priority,0.3078988387573794,-1.3361767109516403
36,1,Travel_Rarely,1456,Sales,13,5,Marketing,2,Male,96,2,2,Sales Executive,1,Divorced,6134,8658,5,Yes,13,3,2,3,16,3,3,2,2,2,2,2.0,1.0,1.0,1.5,1.0,0,High,0.4999999999999999,Medium Priority,0.004245829635171742,1.9948864062899694
32,1,Travel_Rarely,964,Sales,1,2,Life Sciences,1,Male,34,1,2,Sales Executive,2,Single,6735,12147,6,No,15,3,2,0,10,2,3,0,0,0,0,0.1,0.0,0.0,20.0,0.0,4,Low,-4.0,Low Priority,-3.130428853898078,-2.556649436343318
23,0,Travel_Rarely,160,Research & Development,4,1,Medical,3,Female,51,3,1,Laboratory Technician,2,Single,3295,12862,1,No,13,3,3,0,3,3,1,3,2,1,2,3.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1,Medium,0.19999999999999996,Low Priority,-1.2628407961824357,1.088067648054314
31,0,Travel_Frequently,163,Research & Development,24,1,Technical Degree,4,Female,30,3,2,Manufacturing Director,4,Single,5238,6670,2,No,20,4,4,0,9,3,2,5,4,1,4,5.0,0.2,0.8,0.6,0.8,1,High,0.28,Low Priority,-0.14680456156755908,0.8027602921137099
39,0,Non-Travel,792,Research & Development,1,3,Life Sciences,4,Male,77,3,2,Laboratory Technician,4,Married,6472,8989,1,Yes,15,3,4,1,9,2,3,9,8,5,8,9.0,0.5555555555555556,0.8888888888888888,0.2222222222222222,0.8888888888888888,3,High,0.5333333333333333,Medium Priority,1.8840595598166165,1.3116622328729803
32,0,Travel_Rarely,371,Sales,19,3,Life Sciences,4,Male,80,1,3,Sales Executive,3,Married,9610,3840,3,No,13,3,3,1,10,2,1,4,3,0,2,4.0,0.0,0.75,0.5,0.5,1,High,0.175,Low Priority,-0.40089372149181574,-0.6706034728966139
40,0,Travel_Rarely,611,Sales,7,4,Medical,2,Male,88,3,5,Manager,2,Single,19833,4349,1,No,14,3,2,0,21,3,2,21,8,12,8,21.0,0.5714285714285714,0.38095238095238093,0.14285714285714285,0.38095238095238093,2,Medium,0.35238095238095235,Medium Priority,4.658251319147679,-2.7970783089422873
45,0,Travel_Rarely,176,Human Resources,4,3,Life Sciences,3,Female,56,1,3,Human Resources,3,Married,9756,6595,4,No,21,4,3,2,9,2,4,5,0,0,3,5.0,0.0,0.0,0.4,0.6,1,Low,-0.020000000000000018,Low Priority,-0.9392738556649181,-1.6684364218073076
30,0,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,4,Female,78,2,1,Research Scientist,1,Single,4968,26427,0,No,16,3,4,0,10,2,3,9,7,0,7,9.0,0.0,0.7777777777777778,0.2222222222222222,0.7777777777777778,3,High,0.26666666666666666,Low Priority,0.26905440530896874,0.9679930933174649
24,0,Travel_Frequently,897,Human Resources,10,3,Medical,1,Male,59,3,1,Human Resources,4,Married,2145,2097,0,No,14,3,4,1,3,2,3,2,2,2,1,2.0,1.0,1.0,1.0,0.5,0,High,0.5499999999999999,Medium Priority,-0.948619447930954,2.0579056448345763
30,1,Travel_Frequently,600,Human Resources,8,3,Human Resources,3,Female,66,2,1,Human Resources,4,Divorced,2180,9732,6,No,11,3,3,1,6,0,2,4,2,1,2,4.0,0.25,0.5,0.0,0.5,1,Medium,0.3,Medium Priority,-1.4798024507095158,0.6593556815947843
31,0,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,Male,51,3,2,Sales Executive,3,Married,8346,20943,1,No,19,3,3,1,6,3,3,5,2,0,2,5.0,0.0,0.4,0.6,0.4,1,Low,0.04000000000000001,Low Priority,-1.0958812045136634,-0.8536578622472447
27,0,Travel_Rarely,1054,Research & Development,8,3,Medical,3,Female,67,3,1,Research Scientist,4,Single,3445,6152,1,No,11,3,3,0,6,5,2,6,2,1,4,6.0,0.16666666666666666,0.3333333333333333,0.8333333333333334,0.6666666666666666,1,Low,0.06666666666666664,Low Priority,-1.1039144847515117,0.40351704484089984
29,1,Travel_Rarely,428,Sales,9,3,Marketing,2,Female,52,1,1,Sales Representative,2,Single,2760,14630,1,No,13,3,3,0,2,3,3,2,2,2,2,2.0,1.0,1.0,1.5,1.0,0,High,0.4999999999999999,Medium Priority,-0.5122596133402307,2.6887997231161145
29,0,Travel_Frequently,461,Research & Development,1,3,Life Sciences,4,Male,70,4,2,Healthcare Representative,3,Single,6294,23060,8,Yes,12,3,4,0,10,5,4,3,2,0,2,3.0,0.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1,Medium,-0.06666666666666672,Low Priority,-1.08613138939862,0.0937235514022118
30,0,Travel_Rarely,979,Sales,15,2,Marketing,3,Male,94,2,3,Sales Executive,1,Divorced,7140,3088,2,No,11,3,1,1,12,2,3,7,7,1,7,7.0,0.14285714285714285,1.0,0.2857142857142857,1.0,3,High,0.4,Medium Priority,1.3133904664607468,0.8078209726275457
34,0,Travel_Rarely,181,Research & Development,2,4,Medical,4,Male,97,4,1,Research Scientist,4,Married,2932,5586,0,Yes,14,3,1,3,6,3,3,5,0,1,2,5.0,0.2,0.0,0.6,0.4,1,Low,2.7755575615628914e-17,Low Priority,-1.9971576301051184,-0.39011346621046517
33,0,Non-Travel,1283,Sales,2,3,Marketing,4,Female,62,3,2,Sales Executive,2,Single,5147,10697,8,No,15,3,4,0,13,2,2,11,7,1,7,11.0,0.09090909090909091,0.6363636363636364,0.18181818181818182,0.6363636363636364,3,Medium,0.2545454545454545,Low Priority,0.7026274477233955,0.1980584609908449
49,0,Travel_Rarely,1313,Sales,11,4,Marketing,4,Female,80,3,2,Sales Executive,4,Single,4507,8191,3,No,12,3,3,0,8,1,4,5,1,0,4,5.0,0.0,0.2,0.2,0.8,1,Low,0.1,Low Priority,-1.1061342855538858,-0.20148005221361054
33,1,Travel_Rarely,211,Sales,16,3,Life Sciences,1,Female,74,3,3,Sales Executive,1,Single,8564,10092,2,Yes,20,4,3,0,11,2,2,0,0,0,0,0.1,0.0,0.0,20.0,0.0,4,Low,-4.0,Low Priority,-2.71697137206371,-3.1100102607834987
38,0,Travel_Frequently,594,Research & Development,2,2,Medical,3,Female,75,2,1,Laboratory Technician,2,Married,2468,15963,4,No,14,3,2,1,9,4,2,6,1,0,5,6.0,0.0,0.16666666666666666,0.6666666666666666,0.8333333333333334,1,Low,0.0,Low Priority,-1.3667371073711938,0.3384048662916214
31,1,Travel_Rarely,1079,Sales,16,4,Marketing,1,Male,70,3,3,Sales Executive,3,Married,8161,19002,2,No,13,3,1,3,10,2,3,1,0,0,0,1.0,0.0,0.0,2.0,0.0,4,Low,-0.4,Low Priority,-2.0727188744873084,-2.3534443916383014
29,0,Travel_Rarely,590,Research & Development,4,3,Technical Degree,4,Female,91,2,1,Research Scientist,1,Divorced,2109,10007,1,No,13,3,3,1,1,2,3,1,0,0,0,1.0,0.0,0.0,2.0,0.0,4,Low,-0.4,Low Priority,-3.0593081546425402,-1.0289346089249307
30,0,Travel_Rarely,305,Research & Development,16,3,Life Sciences,3,Male,58,4,2,Healthcare Representative,3,Married,5294,9128,3,No,16,3,3,1,10,3,3,7,0,1,7,7.0,0.14285714285714285,0.0,0.42857142857142855,1.0,1,Low,0.07142857142857142,Low Priority,-0.5075839274877889,-0.18016351390374916
32,0,Non-Travel,953,Research & Development,5,4,Technical Degree,2,Male,65,3,1,Research Scientist,2,Single,2718,17674,2,No,14,3,2,0,12,3,3,7,7,0,7,7.0,0.0,1.0,0.42857142857142855,1.0,3,High,0.3142857142857143,Medium Priority,0.24126685919175514,1.8447517869259031
38,0,Travel_Rarely,833,Research & Development,18,3,Medical,2,Male,60,1,2,Healthcare Representative,4,Married,5811,24539,3,Yes,16,3,3,1,15,2,3,1,0,1,0,1.0,1.0,0.0,2.0,0.0,4,High,0.0,Low Priority,-1.868007900671293,-0.8388068271021552
43,1,Travel_Frequently,807,Research & Development,17,3,Technical Degree,3,Male,38,2,1,Research Scientist,3,Married,2437,15587,9,Yes,16,3,4,1,6,4,3,1,0,0,0,1.0,0.0,0.0,4.0,0.0,4,Low,-0.8,Low Priority,-3.104416296631982,-1.1420105089700239
42,0,Travel_Rarely,855,Research & Development,12,3,Medical,2,Male,57,3,1,Laboratory Technician,2,Divorced,2766,8952,8,No,22,4,2,3,7,6,2,5,3,0,4,5.0,0.0,0.6,1.2,0.8,1,Medium,0.020000000000000018,Low Priority,-1.0781435235900527,0.9035932957764601
55,0,Travel_Rarely,478,Research & Development,2,3,Medical,3,Male,60,2,5,Research Director,1,Married,19038,19805,8,No,12,3,2,3,34,2,3,1,0,0,0,1.0,0.0,0.0,2.0,0.0,4,Low,-0.4,Low Priority,-0.7643131461084567,-4.116896424035994
33,0,Non-Travel,775,Research & Development,4,3,Technical Degree,4,Male,90,3,2,Research Scientist,2,Divorced,3055,6194,5,No,15,3,4,2,11,2,2,9,8,1,7,9.0,0.1111111111111111,0.8888888888888888,0.2222222222222222,0.7777777777777778,3,High,0.34444444444444444,Medium Priority,0.786399875831503,1.033996750142889
41,0,Travel_Rarely,548,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Divorced,2289,20520,1,No,20,4,2,2,5,2,3,5,3,0,4,5.0,0.0,0.6,0.4,0.8,1,Medium,0.18,Low Priority,-1.083164334731214,0.9802819417925985
34,0,Non-Travel,1375,Sales,10,3,Life Sciences,4,Male,87,3,2,Sales Executive,3,Divorced,4001,12313,1,Yes,14,3,3,1,15,3,3,15,14,0,7,15.0,0.0,0.9333333333333333,0.2,0.4666666666666667,3,High,0.2866666666666666,Low Priority,1.6157488627054946,0.4034343361903999
53,0,Non-Travel,661,Research & Development,1,4,Medical,1,Female,60,2,4,Manufacturing Director,3,Married,12965,22308,4,Yes,20,4,4,3,27,2,2,3,2,0,2,3.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,Medium,0.1333333333333333,Low Priority,-0.024763731728647154,-1.2454797385948972
43,0,Travel_Rarely,244,Human Resources,2,3,Life Sciences,2,Male,97,3,1,Human Resources,4,Single,3539,5033,0,No,13,3,2,0,10,5,3,9,7,1,8,9.0,0.1111111111111111,0.7777777777777778,0.5555555555555556,0.8888888888888888,3,High,0.2555555555555556,Low Priority,0.5154265267212785,1.359319217596069
34,0,Travel_Rarely,511,Sales,3,2,Life Sciences,4,Female,32,1,2,Sales Executive,4,Single,6029,25353,5,No,12,3,1,0,6,3,3,2,2,2,2,2.0,1.0,1.0,1.5,1.0,0,High,0.4999999999999999,Medium Priority,-0.002757429859850022,2.004438517422996
21,1,Travel_Rarely,337,Sales,7,1,Marketing,2,Male,31,3,1,Sales Representative,2,Single,2679,4567,1,No,13,3,2,0,1,3,3,1,0,1,0,1.0,1.0,0.0,3.0,0.0,4,High,-0.20000000000000007,Low Priority,-2.4018649933022576,-0.20852731428309046
38,0,Travel_Rarely,1153,Research & Development,6,2,Other,4,Female,40,2,1,Laboratory Technician,3,Married,3702,16376,1,No,11,3,2,1,5,3,3,5,4,0,4,5.0,0.0,0.8,0.6,0.8,1,High,0.2,Low Priority,-0.76108329995427,1.1440824075375604
22,1,Travel_Rarely,1294,Research & Development,8,1,Medical,3,Female,79,3,1,Laboratory Technician,1,Married,2398,15999,1,Yes,17,3,3,0,1,6,3,1,0,0,0,1.0,0.0,0.0,6.0,0.0,4,Low,-1.2000000000000002,Low Priority,-3.174002497999262,-1.2216995062930145
31,0,Travel_Rarely,196,Sales,29,4,Marketing,1,Female,91,2,2,Sales Executive,4,Married,5468,13402,1,No,14,3,1,2,13,3,3,12,7,5,7,12.0,0.4166666666666667,0.5833333333333334,0.25,0.5833333333333334,3,Medium,0.35000000000000003,Medium Priority,1.351643730077735,0.29799059548331414
51,0,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,Female,53,3,3,Manager,3,Married,13116,22984,2,No,11,3,4,0,15,2,3,2,2,2,2,2.0,1.0,1.0,1.0,1.0,0,High,0.6,High Priority,0.7781428560758425,0.9935535875144449
